Date,High,Low,Volume
2014-01-03,402.709991,396.220001,2210200
2014-01-02,399.359985,394.019989,2137800
2013-12-31,398.829987,393.799988,1996500
2013-12-30,399.920013,392.450012,2487100
2013-12-27,405.630005,396.25,1986900
2013-12-26,404.519989,396.809998,1868500
2013-12-24,403.720001,396.369995,1380400
2013-12-23,405.00,399.200012,2659500
2013-12-20,404.720001,395.779999,5033900
2013-12-19,397.290009,392.600006,2427200
2013-12-18,396.299988,383.100006,3489100
2013-12-17,391.359985,386.50,2343900
2013-12-16,391.700012,385.00,2251700
2013-12-13,389.420013,383.799988,3025000
2013-12-12,385.00,379.50,2123700
2013-12-11,388.980011,382.00,2451300
2013-12-10,389.059998,383.019989,2736800
2013-12-09,388.209991,382.570007,2761800
2013-12-06,388.350006,383.829987,1984700
2013-12-05,386.649994,381.369995,1906500
2013-12-04,389.690002,381.48999,2355300
2013-12-03,390.950012,383.100006,3702900
2013-12-02,399.00,389.100006,4714000
2013-11-29,394.100006,388.619995,2406000
2013-11-27,387.00,382.609985,2269700
2013-11-26,382.50,374.820007,2724400
2013-11-25,377.790009,373.179993,2972300
2013-11-22,374.50,366.309998,2965500
2013-11-21,369.25,363.299988,1964600
2013-11-20,367.559998,360.450012,1771500
2013-11-19,368.779999,362.50,1904800
2013-11-18,373.48999,364.670013,2737400
2013-11-15,372.899994,365.549988,4491600
2013-11-14,368.940002,356.429993,4159800
2013-11-13,356.220001,345.679993,2773300
2013-11-12,355.480011,347.279999,2343100
2013-11-11,355.369995,348.059998,2261700
2013-11-08,351.049988,344.040009,2656900
2013-11-07,357.899994,341.880005,4246300
2013-11-06,362.869995,354.50,2282300
2013-11-05,360.170013,354.839996,2007100
2013-11-04,361.00,354.399994,1938400
2013-11-01,365.769989,356.100006,3331000
2013-10-31,366.00,359.00,2466800
2013-10-30,365.00,358.649994,4502200
2013-10-29,362.890015,356.290009,2185400
2013-10-28,362.75,357.200012,3635800
2013-10-25,368.399994,352.619995,12036800
2013-10-24,332.649994,326.75,5884700
2013-10-23,331.720001,324.059998,2818200
2013-10-22,337.109985,325.679993,3935500
2013-10-21,330.00,323.799988,2522300
2013-10-18,331.890015,316.75,5969800
2013-10-17,311.00,305.23999,2648400
2013-10-16,310.799988,305.549988,2170700
2013-10-15,310.790009,305.26001,2261100
2013-10-14,311.649994,307.00,1939100
2013-10-11,310.929993,303.839996,2163100
2013-10-10,306.700012,302.589996,2555100
2013-10-09,303.50,296.50,3247400
2013-10-08,311.549988,300.269989,3166200
2013-10-07,315.339996,309.73999,2083200
2013-10-04,319.200012,312.619995,1815000
2013-10-03,322.920013,313.019989,2674800
2013-10-02,321.730011,317.519989,2217400
2013-10-01,321.00,313.649994,2396400
2013-09-30,315.309998,311.059998,1623600
2013-09-27,317.209991,313.350006,1657500
2013-09-26,319.369995,313.26001,1989900
2013-09-25,316.709991,310.75,2008600
